347.5,28776.97842,3.56777,0.28766,0.14616,0.05713,0.09363,0.12401,0.02558,0.04844
348,28735.63218,3.56264,0.29156,0.15007,0.05891,0.09736,0.12665,0.02465,0.05074
348.5,28694.40459,3.55753,0.29672,0.15397,0.05982,0.09952,0.12895,0.02343,0.05177
349,28653.29513,3.55244,0.30129,0.15847,0.06115,0.10303,0.13193,0.02337,0.05372
349.5,28612.30329,3.54735,0.30481,0.16221,0.06287,0.10642,0.13439,0.02277,0.05572
350,28571.42857,3.54229,0.3101,0.16649,0.0652,0.10974,0.13772,0.02277,0.05809
350.5,28530.67047,3.53723,0.31441,0.17066,0.06642,0.11294,0.14038,0.02261,0.05988
351,28490.02849,3.53219,0.31782,0.17395,0.06802,0.11585,0.14249,0.02137,0.06153
351.5,28449.50213,3.52717,0.32271,0.17914,0.06964,0.11974,0.14566,0.02181,0.0637
352,28409.09091,3.52216,0.32698,0.18292,0.0711,0.12309,0.14823,0.02168,0.066
352.5,28368.79433,3.51716,0.33073,0.1867,0.07267,0.12599,0.1508,0.02103,0.0679
353,28328.6119,3.51218,0.33557,0.1917,0.07514,0.13016,0.15397,0.02098,0.06958
353.5,28288.54314,3.50721,0.33953,0.19648,0.07719,0.13417,0.15712,0.02137,0.07252
354,28248.58757,3.50226,0.34329,0.20096,0.07942,0.13737,0.15929,0.02079,0.07419
354.5,28208.74471,3.49732,0.34755,0.20565,0.08127,0.14159,0.16253,0.02137,0.07714
355,28169.01408,3.49239,0.35251,0.20995,0.08326,0.14568,0.16593,0.02103,0.08012
355.5,28129.39522,3.48748,0.35582,0.21466,0.08545,0.14911,0.16844,0.02062,0.08166
356,28089.88764,3.48258,0.35951,0.21982,0.08756,0.15329,0.17116,0.0207,0.08434
356.5,28050.49088,3.4777,0.36329,0.22383,0.08989,0.15715,0.17453,0.02071,0.08638
357,28011.20448,3.47283,0.36809,0.22903,0.09281,0.16137,0.17714,0.02102,0.08945
357.5,27972.02797,3.46797,0.37188,0.23414,0.09478,0.16575,0.18046,0.02167,0.09208
358,27932.96089,3.46313,0.37489,0.23841,0.09688,0.1696,0.1833,0.02073,0.09493
358.5,27894.00279,3.4583,0.37826,0.24282,0.09984,0.17314,0.1861,0.0209,0.0971
359,27855.1532,3.45348,0.38239,0.24853,0.10224,0.1775,0.18904,0.02121,0.10014
359.5,27816.41168,3.44868,0.38456,0.25215,0.10467,0.18156,0.19193,0.02139,0.10261
360,27777.77778,3.44389,0.38817,0.25688,0.10744,0.18563,0.1944,0.02137,0.10503
360.5,27739.25104,3.43911,0.39145,0.26193,0.10931,0.18987,0.19731,0.0213,0.10764
361,27700.83102,3.43435,0.39411,0.26538,0.11156,0.19324,0.19882,0.02107,0.10984
361.5,27662.51729,3.4296,0.39784,0.27204,0.11471,0.19835,0.20311,0.02208,0.1133
362,27624.30939,3.42486,0.40068,0.27565,0.11754,0.20303,0.20625,0.02188,0.11617
362.5,27586.2069,3.42014,0.40267,0.28024,0.11997,0.20634,0.20807,0.02157,0.11879
363,27548.20937,3.41543,0.40596,0.28568,0.12316,0.21052,0.21119,0.02189,0.12159
363.5,27510.31637,3.41073,0.4082,0.29,0.12535,0.21608,0.21397,0.0221,0.12447
364,27472.52747,3.40604,0.41049,0.29529,0.12814,0.21999,0.21631,0.02214,0.12737
364.5,27434.84225,3.40137,0.41316,0.29988,0.13145,0.22482,0.21916,0.02247,0.13083
365,27397.26027,3.39671,0.41534,0.3042,0.13399,0.22929,0.22171,0.02222,0.13415
365.5,27359.78112,3.39207,0.41773,0.30917,0.13726,0.23327,0.22381,0.02241,0.13659
366,27322.40437,3.38743,0.42025,0.31446,0.13979,0.23825,0.22656,0.02264,0.1401
366.5,27285.1296,3.38281,0.42214,0.31914,0.14292,0.24359,0.2295,0.02293,0.14374
367,27247.9564,3.3782,0.4237,0.32294,0.14569,0.24758,0.23166,0.02305,0.14579
367.5,27210.88435,3.37361,0.42531,0.32858,0.14877,0.25305,0.23427,0.02334,0.14983
368,27173.91304,3.36902,0.4268,0.33375,0.152,0.25673,0.23637,0.0227,0.15242
368.5,27137.04206,3.36445,0.42878,0.33806,0.15573,0.26176,0.23919,0.02377,0.15613
369,27100.271,3.35989,0.43,0.34273,0.15904,0.26671,0.24158,0.02435,0.15953
369.5,27063.59946,3.35535,0.43009,0.34693,0.16106,0.27027,0.2431,0.02357,0.16172
370,27027.02703,3.35081,0.43163,0.35177,0.16467,0.27549,0.24525,0.02403,0.16496
370.5,26990.55331,3.34629,0.43276,0.35554,0.16747,0.27975,0.24763,0.02421,0.16864
371,26954.1779,3.34178,0.43349,0.36007,0.16997,0.28413,0.24952,0.0244,0.17112
371.5,26917.9004,3.33728,0.43432,0.36511,0.17339,0.2888,0.25128,0.02498,0.17499
372,26881.72043,3.3328,0.43416,0.36771,0.17615,0.29261,0.25281,0.02469,0.1773
